2025-02-04 06:46:47.489 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-04 06:46:47.489 | INFO     | __main__:main:138 - START producer...
2025-02-04 06:46:47.592 | INFO     | __main__:main:151 - Kafka producer connected to localhost:9092
2025-02-04 06:46:47.592 | INFO     | __main__:main:158 - {'message': 'I just saw a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:47', 'category': 'other', 'sentiment': 0.03, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:47.593 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:47', 'category': 'other', 'sentiment': 0.03, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:50.441 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-04 06:46:50.483 | INFO     | __main__:main:192 - START consumer.
2025-02-04 06:46:50.483 | INFO     | __main__:get_kafka_topic:55 - Kafka topic: project_json
2025-02-04 06:46:50.483 | INFO     | __main__:get_kafka_consumer_group_id:62 - Kafka consumer group id: project_json
2025-02-04 06:46:50.483 | INFO     | __main__:main:197 - Consumer: Topic 'project_json' and group 'project_json'...
2025-02-04 06:46:50.483 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-04 06:46:50.483 | INFO     | utils.utils_consumer:create_kafka_consumer:44 - Creating Kafka consumer. Topic='project_json' and group ID='project_json'.
2025-02-04 06:46:50.585 | INFO     | utils.utils_consumer:create_kafka_consumer:59 - Kafka consumer created successfully.
2025-02-04 06:46:50.585 | INFO     | __main__:main:203 - Polling messages from topic 'project_json'...
2025-02-04 06:46:50.690 | INFO     | __main__:process_message:152 - Processed JSON message: {'message': 'I just shared travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:16', 'category': 'travel', 'sentiment': 0.79, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-02-04 06:46:50.690 | INFO     | __main__:process_message:159 - Message received from author: Eve with sentiment: 0.79
2025-02-04 06:46:50.690 | INFO     | __main__:process_message:167 - Updated author sentiments: {'Eve': [0.79, 1]}
2025-02-04 06:46:50.693 | INFO     | __main__:update_chart:106 - Authors: []
2025-02-04 06:46:50.693 | INFO     | __main__:update_chart:107 - Mean Sentiments: []
2025-02-04 06:46:50.739 | INFO     | __main__:process_message:169 - Chart updated successfully for message: {"message": "I just shared travel! It was boring.", "author": "Eve", "timestamp": "2025-02-04 06:46:16", "category": "travel", "sentiment": 0.79, "keyword_mentioned": "travel", "message_length": 36}
2025-02-04 06:46:50.739 | INFO     | __main__:process_message:152 - Processed JSON message: {'message': 'I just saw a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:47', 'category': 'other', 'sentiment': 0.03, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:50.739 | INFO     | __main__:process_message:159 - Message received from author: Eve with sentiment: 0.03
2025-02-04 06:46:50.739 | INFO     | __main__:process_message:167 - Updated author sentiments: {'Eve': [0.8200000000000001, 2]}
2025-02-04 06:46:50.742 | INFO     | __main__:update_chart:106 - Authors: []
2025-02-04 06:46:50.742 | INFO     | __main__:update_chart:107 - Mean Sentiments: []
2025-02-04 06:46:50.776 | INFO     | __main__:process_message:169 - Chart updated successfully for message: {"message": "I just saw a trick! It was boring.", "author": "Eve", "timestamp": "2025-02-04 06:46:47", "category": "other", "sentiment": 0.03, "keyword_mentioned": "other", "message_length": 34}
2025-02-04 06:46:52.593 | INFO     | __main__:main:158 - {'message': 'I just saw a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 06:46:52', 'category': 'other', 'sentiment': 0.84, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:52.594 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 06:46:52', 'category': 'other', 'sentiment': 0.84, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:52.595 | INFO     | __main__:process_message:152 - Processed JSON message: {'message': 'I just saw a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 06:46:52', 'category': 'other', 'sentiment': 0.84, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 06:46:52.595 | INFO     | __main__:process_message:159 - Message received from author: Alice with sentiment: 0.84
2025-02-04 06:46:52.595 | INFO     | __main__:process_message:167 - Updated author sentiments: {'Eve': [0.8200000000000001, 2], 'Alice': [0.84, 1]}
2025-02-04 06:46:52.598 | INFO     | __main__:update_chart:106 - Authors: []
2025-02-04 06:46:52.598 | INFO     | __main__:update_chart:107 - Mean Sentiments: []
2025-02-04 06:46:52.622 | INFO     | __main__:process_message:169 - Chart updated successfully for message: {"message": "I just saw a trick! It was boring.", "author": "Alice", "timestamp": "2025-02-04 06:46:52", "category": "other", "sentiment": 0.84, "keyword_mentioned": "other", "message_length": 34}
2025-02-04 06:46:57.594 | INFO     | __main__:main:158 - {'message': 'I just tried an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:57', 'category': 'other', 'sentiment': 0.62, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 06:46:57.595 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just tried an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:57', 'category': 'other', 'sentiment': 0.62, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 06:46:57.596 | INFO     | __main__:process_message:152 - Processed JSON message: {'message': 'I just tried an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 06:46:57', 'category': 'other', 'sentiment': 0.62, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 06:46:57.596 | INFO     | __main__:process_message:159 - Message received from author: Eve with sentiment: 0.62
2025-02-04 06:46:57.596 | INFO     | __main__:process_message:167 - Updated author sentiments: {'Eve': [1.44, 3], 'Alice': [0.84, 1]}
2025-02-04 06:46:57.599 | INFO     | __main__:update_chart:106 - Authors: []
2025-02-04 06:46:57.599 | INFO     | __main__:update_chart:107 - Mean Sentiments: []
2025-02-04 06:46:57.621 | INFO     | __main__:process_message:169 - Chart updated successfully for message: {"message": "I just tried an app! It was boring.", "author": "Eve", "timestamp": "2025-02-04 06:46:57", "category": "other", "sentiment": 0.62, "keyword_mentioned": "other", "message_length": 35}
2025-02-04 06:47:02.595 | INFO     | __main__:main:158 - {'message': 'I just shared recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 06:47:02', 'category': 'food', 'sentiment': 0.59, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-04 06:47:02.595 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just shared recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 06:47:02', 'category': 'food', 'sentiment': 0.59, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-04 06:47:02.597 | INFO     | __main__:process_message:152 - Processed JSON message: {'message': 'I just shared recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 06:47:02', 'category': 'food', 'sentiment': 0.59, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-04 06:47:02.597 | INFO     | __main__:process_message:159 - Message received from author: Alice with sentiment: 0.59
2025-02-04 06:47:02.597 | INFO     | __main__:process_message:167 - Updated author sentiments: {'Eve': [1.44, 3], 'Alice': [1.43, 2]}
2025-02-04 06:47:02.599 | INFO     | __main__:update_chart:106 - Authors: []
2025-02-04 06:47:02.600 | INFO     | __main__:update_chart:107 - Mean Sentiments: []
